MBLNR|MJAHR|BLDAT|BUDAT|WERKS|MATNR|MENGE|MEINS|ERFMG|ERFME|BWART|SHKZG|NETWR|WAERS|LIFNR|XBLNR
5240354027|2025|03012025|03012025|UK01  |RMF-CHE-187KG|26.581|BOX|26.581|BOX|101|H|10703.58|GBP|000005551|
5706202358|2025|03012025|01012025|DE02  |142517502934557844|17794.702|L|17794.702|L|101|H|4348010.1|EUR|000000112|
5784942212|2025|"=""04.01.2025"""|04012025|DE01  |907481192653026716|445.637|EA||EA|101|S|66407.93|EUR|000000112|
5337304618|2025|01012025|05.01.2025|UK01  |RMF-IND-903MT|10417.986|L|10417.986|L|101|S|5047947.26|GBP|000005551|
5145259275|2025|01012025|07012025|IN01  |MAT_643511_A|43286.527|L|43286.527|L|101|H|11249990.06|INR|000009981|
5431077150|2025|04012025|02012025|US02  |Z-STEEL-5823|1359.118|L|1359.118|L|321|H|639335.78|USD|000002211|
5788031255|2025|03012025|01012025|US01  |205350349001265184|1272.886|L|1272.886|L|101|H|94077.18|USD|000002211|PO-2025328
5397952382|2025|03012025|07012025|US02  |MAT_884627_REV2|1604.187|L|1604.187|L|101|H|623632.79|USD|000002211|PO-2026685
5773632136|2025|03.01.2025|06012025|LON02 |RMF-CHE-293L|696.496|L|696.496|L|101|S|96112.81|GBP|000005551|
5176080899|2025|06012025|08012025|US01  |MAT_247739_REV2|353.112|HR|353.112|HR|101|S|31666.8|USD|000002211|PO-2025420
5698265318|2025|08012025|06012025|FRA01 |MAT_432183_REV1|164.376|EA|164.376|EA|541|H|32676.07|EUR|000000112|PO-2026037
5083993108|2025|03012025|01012025|US02  |MAT_160269_A|9461.608|L|||101|H|2240746.01|USD|000002211|PO-2026701
5879002621|2025|02012025|07012025|FRA01 |104839561193351181|1806.495|L|1806.495|L|101|H|900390.84|EUR|000000223|PO-2026784
5803020553|2025|10012025|05012025|MUM01 |506533191489383828|18953.132|L|18953.132|L|541|H|8525554.13|INR|000009981|PO-2026823
5904547033|2025|10012025|08012025|UK01  |485847953601376998|2135.414|L|2135.414|L|101|H|1004812.8|GBP|000005551|
5652030256|2025|04012025|11.01.2025|CHI03 |Z-LUBE-2900|439.255|HR|439.255|HR|101|H|40375.19|USD|000002212|PO-2026995
5359178285|2025|11012025|07012025|UK01  |Z-STEEL-2225|3324.364|L|3324.364||541|H|758678.12|GBP|000005551|PO-2026002
5508808892|2025|01012025|02012025|DE02  |Z-CHEM-3110|667.681|L|667.681|L|501|S|307380.8|EUR|000000112|
5408906056|2025|07-Jan-2025|12012025|DE01  |877397908401897222|249.088|KG|249.088|KG|101|S|122649.5|EUR|000000112|PO-2025230
5323378788|2025|08012025|07-Jan-2025|DEL05 |699508408881063915|1651.699|L|1651.699|L|101|S|689682.15|INR|000009981|PO-2025364
5432124505|2025|07.01.2025|12012025|LON02 |MAT_355464_REV2|569.041|L|569.041|L|101|H|248955.09|GBP|000005551|PO-2025677
5417865076|2025|03012025|10012025|DE02  |RMF-IND-122L|1581.881|L|1581.881|L|122|S|83225.64|EUR|000000112|PO-2025432
5006479732|2025|09012025|03012025|US02  |MAT_699965_REV1|7216.264|L|7216.264|L|101|S|3418125.18|USD|000002211|PO-2026502
5025137478|2025|09012025|13012025|UK01  |Z-STEEL-3366|288.046|BOX|288.046|BOX|122|S|133119.49|GBP|000005551|PO-2025213
5368249991|2025|01012025|01/07/2025|DEL05 |MAT_952584_REV1|350.963|MT|||541|S|120283.58|INR|000009981|PO-2025814
5759436790|2025|12012025|"=""02.01.2025"""|DEL05 |116491970524356087|35804.798|L|35804.798|L|101|S|7665414.61|INR|000009981|PO-2025799
5877203588|2025|13.01.2025|13012025|DEL05 |MAT_705462_B|52.503|MT|52.503|MT|101|H|6010.02|INR|000009981|PO-2026505
5884923976|2025|09012025|01012025|CHI03 |Z-LUBE-5846|1587.674|L|1587.674|L|101|S|434384.47|USD|000002212|PO-2026563
5872401744|2025|14012025|04012025|FRA01 |RMF-DIE-253L|236.387|KG|236.387|KG|101|H|59144.7|EUR|000000112|PO-2026659
5108085469|2025|13.01.2025|04012025|LON02 |MAT_803096_REV2|1822.822|L|1822.822|L|101|H|336428.62|GBP|000005551|
5216516009|2025|16012025|03012025|US02  |Z-CHEM-5252|1136.946|L|1136.946|L|101|H|266044.7|USD|000002211|
5338246473|2025|12012025|02012025|CHI03 |RMF-IND-552KG|349.054|HR|349.054|HR|122|S|149039.97|USD|000002211|
5260760960|2025|14012025|16.01.2025|CHI03 |Z-STEEL-4018|1979.755|L|1979.755|L|201|H|538885.41|USD|000002211|
5299543287|2025|02012025|03012025|MUM01 |RMF-IND-564KG|368.0|BOX|368.0|BOX|101|H|142193.24|INR|000009981|
5824796319|2025|04012025|07012025|US02  |MAT_100381_REV2|4803.025|L|4803.025|L|501|H|2118695.13|USD|000002212|
5911599905|2025|08012025|08-Jan-2025|IN02  |RMF-IND-629KG|44.01|EA||EA|122|H|14519.39|INR|000009981|
5679897442|2025|08012025|16012025|IN02  |Z-LUBE-6933|151.418|BOX||BOX|101|S|10447.76|INR|000009981|PO-2025453
5370946420|2025|06.01.2025|03012025|CHI03 |RMF-LUB-838MT|6985.035|L|6985.035|L|101|H|370073.99|USD|000002211|PO-2025736
5849887053|2025|13012025|01012025|IN01  |MAT_279509_A|728.28|L|728.28|L|101|S|188007.99|INR|000004611|
5783928428|2025|14012025|17012025|IN01  |994209890020237553|228.797|BOX|228.797|BOX|101|S|51059.58|INR|000009981|PO-2026828
5307429916|2025|05012025|05012025|US01  |RMF-CHE-322MT|460.37|EA|460.37|EA|102|H|157089.97|USD|000002211|PO-2025711
5019490940|2025|03012025|08012025|UK01  |RMF-LUB-354L|194.247|BOX|||101|S|86304.93|GBP|000005551|PO-2026467
5378379598|2025|17012025|03012025|IN02  |439832988427598258|6832.197|L|6832.197||122|H|548261.5|INR|000009981|PO-2025423
5252590178|2025|02.01.2025|16012025|LON02 |RMF-CHE-793L|771.355|L|771.355||101|S|376640.6|GBP|000005551|
5257117414|2025|02012025|20.01.2025|FRA01 |RMF-LUB-732KG|3479.614|L|3479.614|L|101|H|1354841.33|EUR|000000112|PO-2026456
5432151265|2025|16012025|02012025|CHI03 |RMF-DIE-352L|629.599|L|629.599|L|102|H|142316.92|USD|000002211|
5452898173|2025|19012025|01.01.2025|IN01  |RMF-IND-531L|7984.687|L|7984.687||102|H|3259176.83|INR|000009981|PO-2025302
5554681026|2025|14012025|"=""13.01.2025"""|IN02  |RMF-LUB-656L|1912.562|L|1912.562|L|101|H|560982.07|INR|000009981|PO-2026523
5594500206|2025|09012025|20012025|IN02  |Z-LUBE-6135|296.041|MT|296.041||101|S|114234.0|INR|000009981|PO-2026672
5524700276|2025|13.01.2025|18012025|IN01  |RMF-LUB-322KG|1546.066|L|1546.066|L|102|S|607411.22|INR|000009981|PO-2026419
5116288944|2025|21012025|08012025|IN01  |Z-CHEM-8119|8287.783|L|8287.783|L|101|S|3806757.96|INR|000009981|PO-2026204
5840181092|2025|19012025|21012025|IN01  |Z-CHEM-7045|132.281|L|132.281|L|101|S|49194.91|INR|000009981|PO-2025931
5487213277|2025|09012025|12012025|DE01  |MAT_538042_REV2|351.061|KG|351.061||101|S|62748.1|EUR|000000112|
5587156417|2025|15012025|02012025|DE02  |RMF-IND-488KG|81.352|KG||KG|101|H|35060.5|EUR|000000223|PO-2025908
5905969249|2025|01012025|07012025|FRA01 |Z-LUBE-2377|7749.152|L|7749.152||101|S|521457.17|EUR|000000112|PO-2026182
5707818009|2025|08012025|07012025|DE01  |MAT_424414_REV2|37.42|EA|37.42||101|S|12872.44|EUR|000000112|PO-2026102
5402902710|2025|23012025|20.01.2025|CHI03 |856768636754230380|686.251|L|686.251|L|201|S|107550.25|USD|000002211|PO-2026298
5640965803|2025|04012025|27.01.2025|IN01  |Z-FUEL-6556|952.461|L|952.461|L|201|S|397668.46|INR|000009981|PO-2025680
5225877248|2025|01012025|11012025|US02  |RMF-DIE-443L|137.395|HR|137.395|HR|101|S|37339.5|USD|000002211|
5772645905|2025|15012025|23012025|DE02  |RMF-LUB-855KG|1236.693|L|1236.693|L|101|S|111547.43|EUR|000000112|PO-2026003
5454726397|2025|26012025|15012025|CHI03 |MAT_581942_B|249.112|HR|249.112|HR|101|H|22182.17|USD|000002211|
5477932167|2025|02012025|01012025|LON02 |MAT_611337_REV1|6893.211|L|6893.211|L|101|S|2837311.8|GBP|000005551|
5651321144|2025|09012025|09012025|MUM01 |254129262357735741|205.881|BOX|205.881|BOX|101|S|34791.54|INR|000009981|PO-2026226
5176421009|2025|12012025|25.01.2025|IN01  |MAT_511801_REV1|1456.378|L|1456.378|L|101|H|212084.29|INR|000009981|PO-2026319
5107353945|2025|26012025|27012025|US01  |RMF-DIE-128L|1230.638|L||L|101|H|437098.26|USD|000002211|PO-2026967
5176994104|2025|26012025|10012025|DEL05 |MAT_629299_REV1|44030.287|L|44030.287|L|101|S|6266865.92|INR|000009981|
5535109928|2025|06.01.2025|19012025|DE02  |Z-FUEL-2617|897.877|L|897.877||102|S|251278.25|EUR|000000112|PO-2025438
5292539503|2025|04.01.2025|04012025|US01  |Z-FUEL-3452|661.599|L|661.599|L|101|S|172071.18|USD|000002211|
5388820489|2025|09012025|06-Jan-2025|UK01  |599331786461707397|78.375|BOX|78.375|BOX|101|H|9634.17|GBP|000005551|PO-2026561
5836262087|2025|07012025|05012025|US01  |RMF-DIE-133KG|335.221|HR|335.221|HR|101|H|97160.45|USD|000002212|
5544680294|2025|26012025|10012025|DEL05 |MAT_924483_A|15420.269|L||L|101|S|6399858.57|INR|000009981|
5977478396|2025|05012025|22.01.2025|IN01  |264361568200504159|262.01|MT|262.01|MT|101|S|53619.86|INR|000009981|PO-2026675
5439416242|2025|11012025|11.01.2025|IN01  |Z-FUEL-2125|29004.669|L|29004.669|L|101|S|5529127.64|INR|000008821|PO-2025473
5068571541|2025|07012025|10012025|IN02  |RMF-DIE-989L|240.249|BOX|240.249|BOX|101|S|85787.39|INR|000009981|
5768763654|2025|14012025|03012025|LON02 |MAT_667063_REV1|7957.479|L|7957.479|L|101|S|2571139.74|GBP|000005551|PO-2026733
5144305395|2025|16012025|07012025|LON02 |Z-FUEL-4928|1082.223|L|1082.223|L|101|H|314362.36|GBP|000005551|PO-2025541
5360593420|2025|26012025|22012025|IN02  |RMF-DIE-570KG|928.448|L|928.448|L|321|S|128457.12|INR|000009981|PO-2026654
5413206346|2025|10.01.2025|04012025|MUM01 |RMF-IND-979L|36.232|L|36.232|L|101|H|12998.94|INR|000004611|
5640557551|2025|08012025|09012025|US02  |RMF-CHE-421MT|5964.008|L|5964.008||101|S|2495303.78|USD|000002211|PO-2025430
5821164093|2025|10012025|18012025|LON02 |RMF-DIE-761L|1223.94|L|1223.94|L|101|S|326620.02|GBP|000005551|PO-2025207
5518911734|2025|04012025|05012025|DE01  |896495397864480851|243.217|EA|243.217|EA|501|H|97091.95|EUR|000000223|
5876029276|2025|28012025|02012025|MUM01 |MAT_262261_REV1|1011.827|L||L|101|S|307501.54|INR|000009981|PO-2026675
5245215091|2025|01022025|01/02/2025|UK01  |834199828966232414|212.529|BOX||BOX|101|H|25607.23|GBP|000005551|
5099240570|2025|17012025|03022025|US02  |Z-CHEM-3579|1229.827|L|1229.827|L|101|H|125692.67|USD|000002211|
5956075959|2025|27-Jan-2025|"=""03.01.2025"""|IN02  |MAT_957888_REV1|4991.213|L||L|122|H|2162259.01|INR|000008821|PO-2026371
5596071491|2025|06012025|02022025|MUM01 |RMF-CHE-816MT|8770.419|L|8770.419|L|541|H|1417109.2|INR|000009981|
5071440528|2025|"=""03.02.2025"""|02022025|MUM01 |RMF-CHE-162KG|49.694|MT|49.694|MT|101|H|12975.37|INR|000008821|PO-2026163
5304889164|2025|21012025|26052027|DEL05 |743514051947051750|1452.316|L||L|261|S|536059.16|INR|000004611|PO-2026157
5014318180|2025|04022025|27012025|DEL05 |MAT_387556_REV1|1903.583|L|1903.583|L|101|H|623666.98|INR|000009981|PO-2026562
5575841021|2025|10012025|31012025|US02  |MAT_248120_B|172.498|HR|172.498|HR|501|H|33026.56|USD|000002211|PO-2025283
5914644225|2025|05012025|03012025|US01  |409230906487267102|1326.88|L|1326.88|L|101|H|264765.33|USD|000002211|PO-2025651
5744622462|2025|08.01.2025|03022025|DE01  |Z-CHEM-7106|334.327|KG||KG|101|H|82536.66|EUR|000000112|
5883719357|2025|13.01.2025|08012025|MUM01 |MAT_418286_B|7594.505|L|7594.505|L|101|S|1476292.59|INR|000009981|PO-2026795
5329783486|2025|01022025|20012025|US02  |Z-CHEM-6003|1126.109|L|1126.109|L|101|H|100306.83|USD|000002211|PO-2026102
5289650811|2025|04022025|25012025|UK01  |RMF-DIE-899MT|1217.09|L|1217.09|L|122|S|85771.29|GBP|000005551|PO-2026717
5149378412|2025|08012025|24.01.2025|US01  |Z-STEEL-7431|3749.323|L|3749.323|L|101|H|1483330.05|USD|000002212|PO-2025383
5991205857|2025|02.02.2025|03012025|LON02 |952339776974732889|631.509|L|631.509|L|101|S|99782.11|GBP|000005551|
5649727905|2025|06022025|17012025|US01  |MAT_912070_A|106.731|EA|106.731|EA|261|H|17824.55|USD|000002211|PO-2025443
5589231284|2025|19012025|02022025|DE02  |MAT_133307_REV1|171.683|EA|171.683|EA|101|S|67613.57|EUR|000000112|PO-2026377
5828310240|2025|08012025|06022025|IN02  |070160081823896485|121.446|BOX|121.446|BOX|101|S|58055.37|INR|000009981|PO-2026709
5560442660|2025|20012025|20012025|FRA01 |809107190033054468|396.766|EA|396.766|EA|101|S|89430.1|EUR|000000223|PO-2025624
5603188962|2025|17012025|24012025|LON02 |RMF-IND-243MT|1625.307|L|1625.307|L|201|S|494205.6|GBP|000005551|PO-2026124
5614518753|2025|30012025|18.01.2025|DEL05 |RMF-DIE-361KG|1578.521|L|1578.521|L|101|H|396152.02|INR|000009981|PO-2025899
5385886584|2025|09022025|05022025|DEL05 |916760218644428933|5688.32|L|5688.32|L|501|S|1686604.19|INR|000009981|PO-2025731
5372185589|2025|15-Jan-2025|15012025|LON02 |Z-FUEL-1685|-7604.53|L||L|101|H|3565917.6|GBP|000005551|PO-2026941
5088863937|2025|21012025|06012025|US02  |938487881890315446|1097.0|L|1097.0|L|101|H|393713.79|USD|000002211|
5996479503|2025|07022025|20012025|IN01  |Z-STEEL-6441|4585.923|L|4585.923|L|101|H|2121026.75|INR|000009981|PO-2026334
5080407133|2025|08022025|16012025|DE02  |MAT_986829_A|105.938|KG|105.938|KG|101|H|50177.13|EUR|000000223|
5239748275|2025|08012025|23012025|UK01  |Z-FUEL-2907|1618.967|L|1618.967|L|101|S|85476.66|GBP|000005551|PO-2026858
5525522223|2025|08022025|20012025|UK01  |732980740216585511|1658.28|L|1658.28||101|H|691074.2|GBP|000005551|
5770039634|2025|30012025|12012025|LON02 |204193803615501971|8181.366|L|8181.366|L|201|S|2241406.91|GBP|000005551|
5978734332|2025|28012025|04-Feb-2025|IN01  |RMF-DIE-816L|7149.41|L|7149.41||101|S|2258127.12|INR|000009981|PO-2026115
5792754558|2025|23012025|09.01.2025|CHI03 |857060443172662272|274.562|EA|274.562|EA|102|H|93541.18|USD|000002211|PO-2025963
5340649924|2025|01012025|28012025|DE02  |614462373741276611|45.194|EA|45.194|EA|122|S|10955.64|EUR|000000112|PO-2025860
5257411319|2025|28012025|02022025|IN01  |MAT_439929_REV1|890.757|L|890.757|L|101|S|56350.13|INR|000009981|PO-2025599
5688770801|2025|06022025|05012025|MUM01 |RMF-CHE-784KG|3633.553|L|3633.553|L|101|H|761751.62|INR|000004611|PO-2025332
5922673461|2025|05022025|04022025|IN02  |RMF-DIE-481L|346.023|MT|346.023|MT|101|H|151505.38|INR|000009981|PO-2025742
5432514636|2025|22012025|18012025|US02  |RMF-IND-720KG|1189.139|L|1189.139||101|H|404380.04|USD|000002212|PO-2026351
5645612656|2025|17012025|17012025|IN02  |RMF-IND-125KG|154.62|MT|154.62|MT|501|H|45567.23|INR|000009981|
5028354767|2025|21012025|11022025|FRA01 |RMF-IND-545MT|29053.611|L|||101|H|5266789.65|EUR|000000112|
5455861941|2025|08022025|02/05/2025|DEL05 |Z-STEEL-2154|78.529|L|78.529|L|101|S|33718.74|INR|000004611|PO-2026625
5374715704|2025|24012025|01022025|US02  |RMF-LUB-985L|219.864|HR|219.864|HR|101|H|56217.81|USD|000002211|PO-2025013
5205116383|2025|02022025|30012025|DE01  |Z-LUBE-5667|3836.285|L||L|501|H|430466.02|EUR|000000112|PO-2026059
5398306774|2025|13012025|05012025|UK01  |Z-CHEM-1693|116.407|BOX|116.407|BOX|101|H|37429.87|GBP|000005551|
5060356494|2025|30012025|09012025|US02  |RMF-IND-441KG|4671.377|L|4671.377|L|101|H|1084590.38|USD|000002211|PO-2025493
5175428624|2025|02012025|17012025|IN01  |MAT_869041_REV2|4745.202|L|4745.202|L|101|S|1891666.76|INR|000009981|PO-2025458
5479068512|2025|12012025|21012025|LON02 |RMF-CHE-871L|34.882|BOX|34.882|BOX|101|S|2126.63|GBP|000005551|PO-2026198
5137269342|2025|22012025|08022025|US02  |RMF-LUB-583KG|1709.854|L|1709.854|L|101|S|246343.89|USD|000002211|PO-2025523
5488017570|2025|01022025|19012025|DE02  |RMF-CHE-356L|34032.666|L|34032.666|L|101|S|9001095.98|EUR|000000223|
5453196829|2025|27012025|01012025|DEL05 |Z-STEEL-8466|215.3|L|215.3|L|261|H|102779.01|INR|000004611|PO-2025893
5518258534|2025|05022025|01012025|DE02  |Z-STEEL-2619|1188.248|L|1188.248|L|261|H|292253.95|EUR|000000112|
5319224926|2025|08022025|28012025|LON02 |MAT_802330_REV1|660.242|L|660.242|L|101|S|310563.55|GBP|000005551|
5636001677|2025|26012025|24012025|US01  |732217938305410360|135.958|HR||HR|101|S|40541.51|USD|000002211|PO-2026609
5060361853|2025|18012025|13022025|DEL05 |MAT_781087_A|56.147|EA|56.147|EA|201|H|7940.86|INR|000009981|
5542698756|2025|15-Jan-2025|"=""09.02.2025"""|MUM01 |RMF-IND-285KG|935.494|L||L|101|H|398936.26|INR|000009981|
5182378522|2025|07022025|26012025|UK01  |RMF-CHE-439MT|582.996|L|582.996|L|201|S|160421.92|GBP|000005551|PO-2025429
5291452865|2025|08012025|13012025|CHI03 |673841895438238083|1214.982|L|1214.982|L|101|S|465580.51|USD|000002211|
5528054139|2025|06012025|16012025|LON02 |MAT_186522_REV2|8541.236|L|8541.236|L|201|H|2766191.18|GBP|000005551|
5225785340|2025|06012025|11022025|FRA01 |325861304938806682|114.778|KG|114.778|KG|201|H|18793.24|EUR|000000223|PO-2026068
5569772625|2025|14022025|18022025|IN01  |MAT_782121_B|24.445|EA|24.445|EA|101|S|8175.67|INR|000004611|PO-2025330
5306341111|2025|01/04/2025|09.02.2025|DEL05 |MAT_166263_REV2|547.32|L|547.32|L|101|H|54478.91|INR|000009981|PO-2025084
5013666235|2025|27012025|10012025|IN01  |550878567403692083|2936.973|L|2936.973|L|101|S|384865.07|INR|000009981|PO-2026617
5110234661|2025|05.01.2025|13012025|DE01  |MAT_173952_REV2|451.194|EA|451.194|EA|101|S|88133.51|EUR|000000112|PO-2025189
5026952586|2025|13022025|05012025|DEL05 |MAT_945401_REV1|411.101|MT|411.101|MT|101|H|196840.74|INR|000009981|PO-2026076
5920230912|2025|03.02.2025|06022025|DE02  |RMF-DIE-541KG|24.281|KG||KG|101|S|9861.09|EUR|000000112|PO-2025043
5386672995|2025|14022025|14022025|LON02 |RMF-DIE-374KG|89.354|BOX|89.354|BOX|101|S|15786.59|GBP|000005551|
5212490316|2025|12012025|20.02.2025|CHI03 |400531668306939748|5534.897|L|5534.897|L|101|H|1270154.04|USD|000002211|
5795323566|2025|06022025|02012025|US02  |MAT_550030_A|5374.224|L|5374.224|L|122|S|2643822.57|USD|000002211|PO-2026758
5533339355|2025|31012025|20022025|IN01  |RMF-LUB-533KG|2094.885|L|2094.885|L|541|H|452672.67|INR|000008821|PO-2026053
5341276089|2025|20012025|12.02.2025|DEL05 |021396518771711404|1924.848|L||L|101|H|718139.52|INR|000009981|PO-2025870
5563397083|2025|03012025|03012025|UK01  |817415274031761437|1300.965|L||L|101|H|99980.94|GBP|000005551|PO-2026281
5772021548|2025|12022025|12012025|IN01  |MAT_473154_A|1384.572|L|1384.572|L|101|S|624488.99|INR|000009981|PO-2026069
5454760318|2025|18012025|05012025|IN01  |MAT_195466_A|3111.21|L|3111.21|L|101|S|167008.95|INR|000009981|
5618372801|2025|16.01.2025|01012025|CHI03 |656392490131794965|960.71|L|960.71|L|101|S|364200.53|USD|000002212|PO-2025767
5274236098|2025|06012025|08012025|CHI03 |785187276939695237|1006.216|L|1006.216|L|101|H|77000.06|USD|000002211|PO-2026592
5545366229|2025|05012025|24.01.2025|US02  |Z-FUEL-2304|35262.793|L|35262.793|L|321|H|4485125.41|USD|000002211|PO-2025880
5327883469|2025|18022025|16012025|US01  |973882652981743278|150.451|HR||HR|101|H|28504.8|USD|000002211|
5066795538|2025|09012025|05022025|DEL05 |RMF-IND-459MT|4562.611|L|4562.611|L|101|S|1772631.17|INR|000009981|PO-2026418
5806752562|2025|01012025|10022025|UK01  |802031470391184637|121.208|BOX|121.208||101|H|43435.51|GBP|000005551|PO-2026680
5876530903|2025|01012025|22.01.2025|FRA01 |Z-CHEM-9960|153444.0|EA|153.444|EA|102|S|51455.66|EUR|000000112|PO-2026421
5275604761|2025|"=""13.01.2025"""|13.01.2025|UK01  |MAT_791111_B|16736.608|L||L|101|S|2327811.62|GBP|000005551|PO-2026842
5888815064|2025|03022025|24012025|UK01  |MAT_422307_A|795.435|L|795.435|L|101|S|76936.3|GBP|000005551|
5619826456|2025|21012025|14.01.2025|IN01  |395016792161856989|1311.775|L|1311.775|L|501|S|646724.97|INR|000008821|
5689380098|2025|25022025|14022025|FRA01 |MAT_864853_REV2|251.301|EA|251.301|EA|101|H|87499.1|EUR|000000112|
5880800392|2025|05.02.2025|22022025|CHI03 |275294851542953406|89.498|HR|89.498|HR|101|S|12688.81|USD|000002211|PO-2026865
5580213874|2025|05012025|17022025|MUM01 |378094802490089136|5834.415|L|5834.415|L|101|S|1597826.59|INR|000009981|PO-2025342
5810223860|2025|01032025|03032025|DE02  |Z-CHEM-1978|8876.53|L|8876.53|L|101|H|1285459.43|EUR|000000112|
5919570342|2025|17.01.2025|06022025|FRA01 |Z-CHEM-2180|495.161|KG|495.161|KG|321|S|209896.96|EUR|000000223|PO-2026653
5470687030|2025|24022025|03.03.2025|US01  |MAT_194727_REV2|557.984|L|557.984||101|S|65281.35|USD|000002211|PO-2026852
5949222270|2025|26022025|12012025|IN02  |RMF-CHE-225KG|461.308|MT|461.308|MT|101|H|50487.31|INR|000004611|PO-2025265
5785405512|2025|01032025|15012025|CHI03 |540279835652242524|6109.953|L|6109.953|L|101|S|1926262.76|USD|000002211|PO-2026108
5498235032|2025|31012025|27012025|DEL05 |358671252606915636|647.214|L|647.214||101|H|128246.2|INR|000009981|PO-2026693
5640864881|2025|27012025|11012025|DEL05 |MAT_837464_A|36.955|MT|36.955|MT|201|S|5665.74|INR|000009981|PO-2026318
5772175567|2025|24.02.2025|11012025|DEL05 |064381408708448457|8026.442|L|8026.442|L|101|S|2470590.13|INR|000009981|PO-2025999
5366004538|2025|08012025|15022025|UK01  |RMF-DIE-963L|1018.26|L|1018.26|L|101|H|372657.04|GBP|000005551|PO-2026038
5877904131|2025|27012025|02032025|MUM01 |MAT_125030_B|838.701|L|838.701|L|101|S|345588.53|INR|000009981|PO-2026294
5113103266|2025|06012025|15012025|DEL05 |Z-LUBE-2948|1631.938|L|1631.938|L|101|S|366821.3|INR|000009981|PO-2025014
5065815394|2025|01022025|14022025|US02  |507676071706188606|428.904|EA|428.904|EA|201|S|83554.71|USD|000002211|PO-2026405
5688258102|2025|06032025|08022025|IN01  |MAT_729546_B|273.72|L|273.72|L|261|S|91772.37|INR|000009981|PO-2026928
5578292526|2025|18022025|11012025|US01  |Z-FUEL-7269|3669.981|L|3669.981||101|S|744711.24|USD|000002212|PO-2026183
5361704407|2025|17.02.2025|06022025|US01  |RMF-LUB-221MT|1331.906|L||L|101|S|530249.39|USD|000002211|PO-2026049
5648296603|2025|12022025|21022025|LON02 |RMF-CHE-172KG|874.502|L|874.502|L|101|H|225642.09|GBP|000005551|PO-2026553
5180077381|2025|19012025|03.01.2025|FRA01 |Z-STEEL-2354|561.418|L|561.418|L|101|S|37031.87|EUR|000000223|PO-2025464
5943460581|2025|06012025|22022025|IN01  |RMF-CHE-283L|9536.094|L|9536.094|L|101|H|1307471.21|INR|000004611|PO-2025484
5479942182|2025|04012025|06022025|US02  |RMF-LUB-616KG|30.041|EA|30.041|EA|201|S|3905.41|USD|000002211|
5523955278|2025|10012025|09.03.2025|DE01  |112661639817544611|1126.465|L|1126.465|L|201|H|486036.47|EUR|000000112|
5485941144|2025|06022025|24012025|MUM01 |898865483070001278|357.219|MT|357.219|MT|101|H|72437.62|INR|000009981|
5700278883|2025|15022025|01.01.2025|MUM01 |RMF-DIE-744MT|473.749|MT|473.749|MT|101|H|234297.79|INR|000009981|PO-2026426
5538331159|2025|04032025|02032025|US02  |721296152108445271|4477.76|L||L|101|S|820276.05|USD|000002211|PO-2026301
5931723788|2025|10012025|01012025|IN02  |MAT_986140_REV2|7811.86|L|7811.86|L|261|H|1619737.46|INR|000004611|
